Gene stable ID	Gene stable ID version	Gene description	Gene name
ENSG00000215559	ENSG00000215559.9	ankyrin repeat domain 20 family member A11, pseudogene [Source:HGNC Symbol;Acc:HGNC:42024]	ANKRD20A11P
ENSG00000254399	ENSG00000254399.2	glycine-N-acyltransferase like 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:37864]	GLYATL1P4
ENSG00000107566	ENSG00000107566.14	ER lipid raft associated 1 [Source:HGNC Symbol;Acc:HGNC:16947]	ERLIN1
ENSG00000133265	ENSG00000133265.11	HSPA (Hsp70) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24989]	HSPBP1
ENSG00000152128	ENSG00000152128.13	transmembrane protein 163 [Source:HGNC Symbol;Acc:HGNC:25380]	TMEM163
ENSG00000255151	ENSG00000255151.2	glycine-N-acyltransferase like 1B [Source:HGNC Symbol;Acc:HGNC:37865]	GLYATL1B
ENSG00000278319	ENSG00000278319.1	family with sequence similarity 156, member A (FAM156A) pseudogene	
ENSG00000189057	ENSG00000189057.11	FAM111 trypsin like peptidase B [Source:HGNC Symbol;Acc:HGNC:24200]	FAM111B
ENSG00000276929	ENSG00000276929.1	component of oligomeric golgi complex 1 (COG1) pseudogene	
ENSG00000186678	ENSG00000186678.7	G antigen, family D pseudogene	
ENSG00000229760	ENSG00000229760.1	MT-CO1 pseudogene 52 [Source:HGNC Symbol;Acc:HGNC:52117]	MTCO1P52
ENSG00000231947	ENSG00000231947.1	MT-ND2 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:42125]	MTND2P24
ENSG00000238047	ENSG00000238047.1	MT-ND1 pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:42079]	MTND1P30
ENSG00000291280	ENSG00000291280.1	ankyrin repeat domain 20 family member A11, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:391267]	ANKRD20A11P
ENSG00000000419	ENSG00000000419.14	dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]	DPM1
ENSG00000196924	ENSG00000196924.19	filamin A [Source:HGNC Symbol;Acc:HGNC:3754]	FLNA
ENSG00000279078	ENSG00000279078.1	SND1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:24158]	SND1-IT1
ENSG00000205174	ENSG00000205174.4	long intergenic non-protein coding RNA 2903 [Source:HGNC Symbol;Acc:HGNC:33712]	LINC02903
ENSG00000126062	ENSG00000126062.4	transmembrane protein 115 [Source:HGNC Symbol;Acc:HGNC:30055]	TMEM115
ENSG00000078725	ENSG00000078725.13	BMP/retinoic acid inducible neural specific 1 [Source:HGNC Symbol;Acc:HGNC:2687]	BRINP1
ENSG00000225358	ENSG00000225358.1	mitochondrial intermediate peptidase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39456]	MIPEPP1
ENSG00000234387	ENSG00000234387.1	novel transcript	
ENSG00000213483	ENSG00000213483.4	NADH:ubiquinone oxidoreductase complex assembly factor 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44541]	NDUFAF4P2
ENSG00000203616	ENSG00000203616.2	ras homolog family member T1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37838]	RHOT1P2
ENSG00000224905	ENSG00000224905.8	novel transcript, antisense to LIPI	
ENSG00000231401	ENSG00000231401.2	novel transcript	
ENSG00000106013	ENSG00000106013.15	ankyrin repeat domain 7 [Source:HGNC Symbol;Acc:HGNC:18588]	ANKRD7
ENSG00000219453	ENSG00000219453.1	ferritin pseudogene	
ENSG00000164627	ENSG00000164627.18	kinesin family member 6 [Source:HGNC Symbol;Acc:HGNC:21202]	KIF6
ENSG00000114349	ENSG00000114349.10	G protein subunit alpha transducin 1 [Source:HGNC Symbol;Acc:HGNC:4393]	GNAT1
ENSG00000237856	ENSG00000237856.1	novel transcript	
ENSG00000245571	ENSG00000245571.7	FAM111A divergent transcript [Source:HGNC Symbol;Acc:HGNC:53752]	FAM111A-DT
ENSG00000196096	ENSG00000196096.3	SPAG16 divergent transcript [Source:HGNC Symbol;Acc:HGNC:52674]	SPAG16-DT
ENSG00000141385	ENSG00000141385.12	AFG3 like matrix AAA peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:315]	AFG3L2
ENSG00000255381	ENSG00000255381.1	protein kinase, cAMP-dependent, regulatory, type II, beta (PRKAR2B) pseudogene	
ENSG00000291052	ENSG00000291052.1	ATP binding cassette subfamily C member 13 (pseudogene) [Source:NCBI gene (formerly Entrezgene);Acc:150000]	ABCC13
ENSG00000248672	ENSG00000248672.5	LY75-CD302 readthrough [Source:HGNC Symbol;Acc:HGNC:38828]	LY75-CD302
ENSG00000110042	ENSG00000110042.8	deltex E3 ubiquitin ligase 4 [Source:HGNC Symbol;Acc:HGNC:29151]	DTX4
ENSG00000178235	ENSG00000178235.8	SLIT and NTRK like family member 1 [Source:HGNC Symbol;Acc:HGNC:20297]	SLITRK1
ENSG00000248698	ENSG00000248698.6	long intergenic non-protein coding RNA 1085 [Source:HGNC Symbol;Acc:HGNC:27198]	LINC01085
ENSG00000091128	ENSG00000091128.13	laminin subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:6491]	LAMB4
ENSG00000227484	ENSG00000227484.1	novel transcript	
ENSG00000223461	ENSG00000223461.1	novel transcript	
ENSG00000132965	ENSG00000132965.10	arachidonate 5-lipoxygenase activating protein [Source:HGNC Symbol;Acc:HGNC:436]	ALOX5AP
ENSG00000272682	ENSG00000272682.1	novel transcript	
ENSG00000231086	ENSG00000231086.1	testis specific serine kinase 1A (pseudogene) [Source:HGNC Symbol;Acc:HGNC:11400]	TSSK1A
ENSG00000250403	ENSG00000250403.1	ribosomal protein L7-like 1 (RPL7L1) pseudogene	
